,dates,prices,volume_p,volume_i,volume_f
0,50103,893.71,-488,-507,995
1,50104,886.9,-63,-334,397
2,50105,885.19,10,-256,246
3,50106,871.28,858,-852,-6
4,50107,870.84,1143,-1321,178
5,50110,874.18,150,-590,440
6,50111,884.29,-648,682,-35
7,50112,880.03,16,-982,966
8,50113,885.54,-533,802,-269
9,50114,905.1,-3914,2022,1892
10,50117,923.08,-2578,-695,3273
11,50118,920.57,-434,-613,1047
12,50119,916.27,337,-79,-258
13,50120,909.37,605,-406,-199
14,50121,919.61,-161,1678,-1518
15,50124,923.11,-401,-839,1240
16,50125,915.1,74,-481,408
17,50126,927.0,-1862,1168,694
18,50127,924.87,-417,157,260
19,50128,921.59,-15,760,-745
20,50131,932.7,-1202,1670,-468
21,50201,923.69,814,-1769,955
22,50202,921.44,365,-28,-336
23,50203,928.79,-1224,822,402
24,50204,933.55,-938,969,-31
25,50207,949.19,-1886,93,1793
26,50211,947.23,662,-1666,1004
27,50214,964.79,-2181,1268,913
28,50215,968.88,122,-1175,1053
29,50216,971.56,-122,-1073,1195
30,50217,972.56,-587,113,474
31,50218,984.1,-1011,412,600
32,50221,988.71,3425,-5273,1848
33,50222,977.8,177,-1494,1316
34,50223,968.43,-615,1411,-796
35,50224,987.1,-1046,1131,-85
36,50225,996.95,-1315,-150,1465
37,50228,1011.36,-365,-2519,2884
38,50302,1007.48,2399,-2784,385
39,50303,1010.92,772,695,-1467
40,50304,1012.96,-296,724,-428
41,50307,1007.5,827,-725,-102
42,50308,1000.28,432,525,-957
43,50309,1008.79,-1739,3114,-1375
44,50310,998.66,2346,-699,-1647
45,50311,1022.79,-1972,3877,-1905
46,50314,1019.69,1196,-904,-291
47,50315,993.13,2428,-2398,-30
48,50316,993.13,-706,2731,-2025
49,50317,980.05,-116,1518,-1402
50,50318,979.72,-1914,2755,-841
51,50321,979.27,-924,1294,-370
52,50322,980.41,-104,1252,-1148
53,50323,966.81,887,109,-996
54,50324,956.33,514,1786,-2300
55,50325,965.3,-536,1164,-628
56,50328,977.7,-947,2089,-1143
57,50329,958.96,1364,-1154,-210
58,50330,955.45,568,1507,-2076
59,50331,965.68,-659,444,215
60,50401,981.9,-1610,1509,102
61,50404,982.5,51,-125,73
62,50406,988.0,-591,922,-331
63,50407,988.9,-979,964,15
64,50408,992.17,-168,1237,-1069
65,50411,985.94,739,-584,-155
66,50412,981.79,605,-795,190
67,50413,981.31,114,292,-406
68,50414,953.92,4340,-5223,883
69,50415,947.22,1633,-1776,144
70,50418,925.0,-450,839,-389
71,50419,932.45,615,-174,-440
72,50420,937.36,521,-1274,754
73,50421,939.14,-522,1496,-973
74,50422,940.79,-1274,559,716
75,50425,946.17,-614,1088,-475
76,50426,944.46,-977,434,543
77,50427,930.16,1317,-1011,-306
78,50428,917.73,348,906,-1254
79,50429,911.3,-807,1671,-865
80,50502,918.42,-513,429,83
81,50503,913.82,208,-219,12
82,50504,929.35,-550,1481,-931
83,50506,940.85,-1684,351,1333
84,50509,935.2,-216,-841,1058
85,50510,934.28,-819,881,-63
86,50511,923.38,-232,-192,423
87,50512,921.21,-128,829,-701
88,50513,923.19,-85,31,55
89,50516,929.04,-758,957,-200
90,50517,927.16,-515,400,115
91,50518,930.36,-1083,1354,-271
92,50519,952.09,-3520,3643,-124
93,50520,952.19,-1446,216,1230
94,50523,951.05,-285,808,-522
95,50524,951.61,-560,1052,-493
96,50525,941.3,-1037,0,1036
97,50526,943.91,-47,1517,-1470
98,50527,960.91,-2958,3044,-86
99,50530,969.04,-976,491,485
100,50531,970.21,-1100,1022,79
101,50601,969.51,-755,499,256
102,50602,970.88,-1360,-273,1633
103,50603,976.09,-1319,283,1035
104,50607,970.88,-107,-612,719
105,50608,976.22,-1644,2396,-753
106,50609,987.58,-747,886,-139
107,50610,990.79,-524,800,-275
108,50613,990.49,-171,-145,316
109,50614,983.75,-421,759,-338
110,50615,1001.94,-1688,2535,-847
111,50616,1003.14,-892,1264,-372
112,50617,1003.68,-602,589,12
113,50620,994.65,131,-252,121
114,50621,989.99,-54,1623,-1569
115,50622,1002.15,-645,1905,-1260
116,50623,1010.8,-1029,120,909
117,50624,1002.43,297,-327,30
118,50627,991.11,1002,-1471,469
119,50628,994.74,-836,219,617
120,50629,999.08,-1355,1911,-556
121,50630,1008.16,-1858,1417,442
122,50701,1018.02,-1043,-110,1153
123,50704,1021.71,-322,-758,1080
124,50705,1018.81,-504,-497,1002
125,50706,1019.01,-292,-467,759
126,50707,1026.82,-1541,736,805
127,50708,1021.95,-940,-703,1643
128,50711,1040.43,-1837,670,1166
129,50712,1043.88,-1283,-1761,3044
130,50713,1050.16,-1373,645,728
131,50714,1061.93,-2164,494,1670
132,50715,1059.6,-787,-566,1353
133,50718,1062.43,439,602,-1041
134,50719,1075.48,-140,480,-340
135,50720,1074.4,-1670,39,1631
136,50721,1074.65,776,-1220,443
137,50722,1074.22,-1811,2645,-834
138,50725,1089.7,-2185,2687,-502
139,50726,1090.6,-850,171,679
140,50727,1093.03,-315,425,-110
141,50728,1104.72,-612,-536,1148
142,50729,1111.29,-719,35,683
143,50801,1115.98,-57,-734,792
144,50802,1118.83,-744,-182,926
145,50803,1117.11,-207,-12,219
146,50804,1111.39,-1220,1666,-446
147,50805,1089.36,-1777,2282,-505
148,50808,1086.64,-699,1577,-878
149,50809,1099.77,-71,1077,-1006
150,50810,1104.86,22,-697,675
151,50811,1123.77,-844,625,218
152,50812,1130.22,229,-354,125
153,50816,1116.93,248,270,-518
154,50817,1113.25,200,1784,-1984
155,50818,1092.71,801,-159,-641
156,50819,1089.88,17,336,-353
157,50822,1116.68,-1655,3108,-1453
158,50823,1115.84,377,3157,-3534
159,50824,1094.21,2805,-2743,-63
160,50825,1097.29,646,1891,-2538
161,50826,1086.55,-448,726,-278
162,50829,1063.16,-128,-732,859
163,50830,1072.61,427,-34,-393
164,50831,1083.33,-908,1122,-214
165,50901,1106.37,-2168,1352,816
166,50902,1115.83,-2754,1446,1307
167,50905,1114.5,-144,-194,338
168,50906,1122.65,-2725,3598,-873
169,50907,1142.99,-2117,1645,472
170,50908,1145.26,-663,649,14
171,50909,1152.5,173,1087,-1260
172,50912,1158.36,-43,-1462,1505
173,50913,1158.12,537,-1285,748
174,50914,1170.77,-49,1639,-1590
175,50915,1169.59,1455,-958,-498
176,50916,1174.13,1135,142,-1277
177,50920,1190.93,1150,-461,-688
178,50921,1196.67,-681,-142,822
179,50922,1199.97,579,639,-1218
180,50923,1175.88,1828,353,-2182
181,50926,1206.41,-1821,4638,-2817
182,50927,1209.63,-332,966,-634
183,50928,1228.57,-733,1199,-466
184,50929,1231.22,-1010,1532,-521
185,50930,1221.01,-718,1057,-339
186,51004,1242.78,-916,3129,-2212
187,51005,1227.4,2067,-2071,4
188,51006,1202.49,4085,-2008,-2077
189,51007,1201.01,225,3946,-4171
190,51010,1227.18,-3122,4299,-1177
191,51011,1244.27,-1708,2340,-632
192,51012,1217.06,2270,-1804,-466
193,51013,1193.44,7044,-6165,-878
194,51014,1190.17,2011,240,-2251
195,51017,1176.36,-535,1514,-978
196,51018,1186.22,-1671,3653,-1982
197,51019,1153.13,1180,1594,-2774
198,51020,1162.23,-1483,2956,-1473
199,51021,1183.48,-3274,5657,-2383
200,51024,1184.6,581,-367,-214
201,51025,1181.28,641,266,-907
202,51026,1179.0,2460,-1813,-648
203,51027,1166.36,1865,-1937,72
204,51028,1140.72,3095,-2538,-557
205,51031,1158.11,-527,1436,-909
206,51101,1188.95,-1825,-578,2403
207,51102,1208.38,-3044,2646,398
208,51103,1217.97,-2597,1405,1191
209,51104,1221.98,-2490,1695,795
210,51107,1218.47,-85,5,80
211,51108,1226.71,-1138,1662,-523
212,51109,1227.59,-2018,2431,-412
213,51110,1234.43,-482,1421,-939
214,51111,1256.12,-3900,3567,333
215,51114,1257.63,-778,-1008,1786
216,51115,1253.86,914,-136,-779
217,51116,1267.16,-721,1345,-624
218,51117,1269.35,-66,-87,153
219,51118,1272.25,-273,-983,1256
220,51121,1268.8,622,-767,146
221,51122,1244.5,2946,-997,-1949
222,51123,1282.02,-1788,2231,-443
223,51124,1291.71,-372,-213,585
224,51125,1293.22,49,1236,-1285
225,51128,1293.74,-126,426,-300
226,51129,1279.38,1106,-345,-760
227,51130,1297.44,-2197,3175,-978
228,51201,1305.98,-493,708,-215
229,51202,1310.12,-1973,-1666,3639
230,51205,1315.15,-842,-224,1066
231,51206,1321.06,-965,383,582
232,51207,1324.75,990,-775,-215
233,51208,1324.2,1290,204,-1494
234,51209,1317.42,81,2443,-2524
235,51212,1333.23,-2123,5028,-2905
236,51213,1336.48,34,1212,-1246
237,51214,1334.27,1175,-2404,1229
238,51215,1337.68,576,1851,-2427
239,51216,1321.04,1517,129,-1647
240,51219,1339.4,-1128,4001,-2872
241,51220,1341.0,128,1027,-1155
242,51221,1354.16,-15,319,-304
243,51222,1350.87,861,-678,-183
244,51223,1359.53,311,633,-943
245,51226,1367.57,-459,1311,-852
246,51227,1373.55,-1603,1575,28
247,51228,1368.16,700,549,-1249
248,51229,1379.37,-1578,1183,394
249,60102,1389.27,-1578,1183,394
250,60103,1394.87,1162,-1100,-62
251,60104,1402.11,-2311,434,1876
252,60105,1395.51,-2203,1338,865
253,60106,1412.78,-1693,1580,113
254,60109,1408.33,627,913,-1540
255,60110,1396.29,530,-1364,834
256,60111,1394.09,-380,2538,-2158
257,60112,1402.58,-700,-932,1632
258,60113,1416.28,-796,1211,-416
259,60116,1421.79,-865,1717,-851
260,60117,1389.58,1041,-2001,960
261,60118,1352.91,1185,1922,-3107
262,60119,1360.64,-988,153,835
263,60120,1324.78,-1958,-2664,4622
264,60123,1297.43,-5209,4246,963
265,60124,1326.83,-664,-2542,3206
266,60125,1342.59,712,-7193,6481
267,60126,1352.75,171,-2350,2179
268,60127,1384.56,-2256,652,1604
269,60131,1399.83,-1673,-1337,3010
270,60201,1375.97,-1770,349,1421
271,60202,1374.44,1421,42,-1463
272,60203,1333.5,2214,-2771,557
273,60206,1341.64,877,-100,-777
274,60207,1332.28,-192,489,-297
275,60208,1310.99,824,683,-1506
276,60209,1321.66,1400,-1877,477
277,60210,1335.23,-611,664,-53
278,60213,1320.79,1877,-2528,651
279,60214,1328.21,-476,4287,-3811
280,60215,1303.84,2720,-1376,-1343
281,60216,1314.32,-2499,2719,-219
282,60217,1332.73,-3031,1211,1820
283,60220,1348.25,-2181,3295,-1114
284,60221,1346.49,195,1331,-1527
285,60222,1340.58,1838,-2697,859
286,60223,1361.23,-3474,3360,114
287,60224,1365.82,-1553,1493,59
288,60227,1374.88,-394,-413,807
289,60228,1371.59,-359,359,0
290,60302,1367.7,51,198,-248
291,60303,1328.95,3910,-2449,-1461
292,60306,1344.76,0,2236,-2236
293,60307,1316.67,1391,-88,-1303
294,60308,1314.05,1082,3739,-4821
295,60309,1311.21,1751,1341,-3093
296,60310,1320.07,572,-874,302
297,60313,1338.28,-1050,608,441
298,60314,1326.3,1037,-3055,2018
299,60315,1333.98,-1510,2287,-777
300,60316,1335.98,-2318,1052,1266
301,60317,1341.12,-877,882,-5
302,60320,1346.69,-1246,1922,-676
303,60321,1336.65,523,-1380,857
304,60322,1309.83,3196,-3708,512
305,60323,1312.26,920,-2059,1139
306,60324,1321.23,-1451,1040,410
307,60327,1330.34,-1972,727,1245
308,60328,1331.31,-1544,381,1163
309,60329,1332.72,-1810,2648,-837
310,60330,1338.14,-1554,1941,-387
311,60331,1359.6,-2991,1865,1127
312,60403,1379.75,-3387,975,2412
313,60404,1385.64,-2255,-2716,4971
314,60405,1388.77,-1680,-1554,3234
315,60406,1397.0,-2680,1430,1250
316,60407,1402.36,-553,2,551
317,60410,1398.29,-735,2022,-1286
318,60411,1386.08,890,-9831,8942
319,60412,1383.59,901,908,-1809
320,60413,1405.72,634,1187,-1821
321,60414,1432.72,-3743,3052,691
322,60417,1422.63,1379,-1938,560
323,60418,1427.0,-1347,2447,-1100
324,60419,1437.84,-2271,-888,3158
325,60420,1434.15,519,-275,-244
326,60421,1451.31,-1493,343,1150
327,60424,1430.94,2540,-2668,128
328,60425,1431.15,446,4445,-4891
329,60426,1451.22,-1206,3802,-2596
330,60427,1452.53,885,6013,-6899
331,60428,1419.73,2747,-1003,-1744
332,60502,1434.9,664,1030,-1694
333,60503,1435.17,-23,955,-932
334,60504,1441.02,696,440,-1136
335,60508,1452.23,-233,264,-32
336,60509,1450.44,-727,-634,1362
337,60510,1451.09,-251,510,-259
338,60511,1464.7,560,2509,-3069
339,60512,1445.2,3351,-2497,-854
340,60515,1413.98,2594,536,-3131
341,60516,1382.11,1965,1609,-3575
342,60517,1401.47,-953,2023,-1069
343,60518,1365.15,1957,2172,-4129
344,60519,1372.29,2502,2188,-4690
345,60522,1338.59,902,87,-989
346,60523,1329.86,-493,7173,-6681
347,60524,1333.38,-193,3972,-3779
348,60525,1295.76,1574,771,-2345
349,60526,1322.43,-1086,1921,-835
350,60529,1329.22,-544,-895,1439
351,60530,1317.7,-996,-2,998
352,60601,1295.09,-429,-185,614
353,60602,1309.04,-1071,1559,-488
354,60605,1301.62,-17,-1014,1031
355,60607,1266.84,-1296,3564,-2268
356,60608,1223.13,2701,-1286,-1415
357,60609,1235.65,2808,2560,-5369
358,60612,1239.84,149,2331,-2480
359,60613,1203.86,939,712,-1651
360,60614,1221.73,106,5000,-5106
361,60615,1219.4,1471,-335,-1136
362,60616,1262.19,-2375,2860,-485
363,60619,1251.67,596,-219,-376
364,60620,1225.83,1357,-728,-629
365,60621,1227.19,1595,411,-2005
366,60622,1238.83,-381,535,-154
367,60623,1228.62,866,401,-1266
368,60626,1238.05,-149,1982,-1833
369,60627,1247.54,61,397,-458
370,60628,1238.71,994,335,-1329
371,60629,1263.02,-1565,3396,-1831
372,60630,1295.15,-3446,1432,2013
373,60703,1294.61,1281,-1246,-35
374,60704,1285.92,584,-1114,530
375,60705,1279.85,-690,834,-144
376,60706,1263.96,1608,-818,-791
377,60707,1273.93,-84,-477,561
378,60710,1299.29,-1794,4715,-2921
379,60711,1300.44,731,-287,-443
380,60712,1296.69,454,1270,-1725
381,60713,1285.02,1392,-718,-674
382,60714,1255.13,2887,-1925,-962
383,60718,1233.42,65,811,-876
384,60719,1233.65,19,1164,-1183
385,60720,1273.3,-1591,2809,-1218
386,60721,1271.33,-281,953,-672
387,60724,1263.35,1849,524,-2373
388,60725,1279.77,-2968,3833,-865
389,60726,1279.08,-580,619,-38
390,60727,1296.27,-2009,4342,-2333
391,60728,1297.07,-417,1203,-787
392,60731,1297.82,-101,-1030,1131
393,60801,1287.36,-305,2001,-1696
394,60802,1295.11,731,1421,-2152
395,60803,1292.05,367,-575,208
396,60804,1304.51,-940,2275,-1336
397,60807,1289.54,922,-1725,803
398,60808,1311.1,-1682,4746,-3064
399,60809,1314.93,-706,1559,-852
400,60810,1304.31,2734,-1849,-885
401,60811,1292.1,1226,1222,-2449
402,60814,1295.11,-558,3155,-2598
403,60816,1315.61,-1933,3501,-1569
404,60817,1327.78,-2775,2372,403
405,60818,1331.1,-1444,26,1418
406,60821,1321.67,744,-263,-481
407,60822,1334.96,-378,3699,-3321
408,60823,1324.95,1446,130,-1577
409,60824,1315.73,1879,457,-2336
410,60825,1329.35,-813,2446,-1633
411,60828,1327.89,-902,932,-30
412,60829,1344.61,-1739,1545,194
413,60830,1341.35,118,264,-382
414,60831,1352.74,-2973,4228,-1254
415,60901,1356.67,-35,1250,-1215
416,60904,1359.06,-486,-535,1021
417,60905,1361.24,-715,-212,927
418,60906,1357.01,-375,-989,1364
419,60907,1351.17,64,2018,-2083
420,60908,1354.89,-301,1083,-781
421,60911,1334.08,984,-680,-304
422,60912,1328.04,1814,1090,-2905
423,60913,1333.13,392,-402,10
424,60914,1358.75,-1550,3544,-1994
425,60915,1361.1,610,1495,-2105
426,60918,1374.3,-3376,4103,-727
427,60919,1373.95,546,-1204,659
428,60920,1366.44,2209,1345,-3555
429,60921,1366.79,367,254,-621
430,60922,1348.38,1555,-913,-642
431,60925,1355.21,-474,3432,-2958
432,60926,1343.97,836,-1147,311
433,60927,1360.03,-2588,2464,124
434,60928,1371.43,-2321,2600,-279
435,60929,1371.41,-1150,982,167
436,61002,1374.22,-1204,1770,-565
437,61004,1352.0,222,-1223,1001
438,61009,1319.4,-6019,1279,4739
439,61010,1328.37,-1270,79,1192
440,61011,1325.49,-566,305,262
441,61012,1331.78,1371,6,-1377
442,61013,1348.6,-1588,1941,-353
443,61016,1356.72,248,85,-333
444,61017,1351.3,-845,1148,-303
445,61018,1354.26,-1066,2839,-1773
446,61019,1354.06,370,120,-489
447,61020,1364.24,770,980,-1750
448,61023,1364.95,2082,1527,-3609
449,61024,1366.5,938,-979,40
450,61025,1371.43,-519,513,6
451,61026,1373.65,174,-745,571
452,61027,1369.09,959,244,-1203
453,61030,1356.11,-100,1231,-1131
454,61031,1364.55,-193,1609,-1416
455,61101,1374.35,221,1809,-2030
456,61102,1383.73,-703,2376,-1673
457,61103,1383.88,701,1446,-2147
458,61106,1379.19,1435,367,-1803
459,61107,1387.44,-975,1783,-808
460,61108,1380.07,351,-115,-236
461,61109,1399.44,-417,828,-411
462,61110,1395.73,581,336,-917
463,61113,1396.69,1340,-520,-820
464,61114,1407.37,-364,-239,603
465,61115,1412.54,-389,-1399,1788
466,61116,1410.75,58,-1127,1069
467,61117,1412.22,-134,910,-776
468,61120,1402.21,899,-797,-102
469,61121,1405.9,1027,1107,-2135
470,61122,1422.54,-244,1186,-942
471,61123,1419.23,789,45,-834
472,61124,1421.73,79,1101,-1180
473,61127,1425.13,802,99,-901
474,61128,1411.47,884,472,-1356
475,61129,1422.55,-1279,2716,-1437
476,61130,1432.21,-1098,108,990
477,61201,1434.36,-322,-139,460
478,61204,1426.46,1097,-264,-833
479,61205,1420.59,-190,-612,802
480,61206,1413.73,-129,-39,169
481,61207,1410.3,-492,1143,-651
482,61208,1390.43,1047,643,-1689
483,61211,1390.73,340,-70,-270
484,61212,1376.98,367,-1824,1457
485,61213,1383.28,285,-291,7
486,61214,1418.38,-1114,-6642,7756
487,61215,1421.87,679,-264,-415
488,61218,1433.23,-341,81,260
489,61219,1427.76,428,183,-612
490,61220,1442.28,-592,758,-167
491,61221,1436.47,276,-1420,1144
492,61222,1437.49,-946,-273,1219
493,61226,1433.92,-312,-1285,1596
494,61227,1425.1,380,-528,148
495,61228,1434.46,-556,804,-248
496,70102,1435.26,301,-495,194
497,70103,1409.35,1458,-897,-561
498,70104,1397.29,2301,-1394,-907
499,70105,1385.76,2019,-1843,-175
500,70108,1370.81,1418,899,-2318
501,70109,1374.34,343,-241,-102
502,70110,1355.79,1883,-1325,-558
503,70111,1365.31,1122,-850,-272
504,70112,1388.37,-197,-521,718
505,70115,1390.96,-543,-2724,3267
506,70116,1389.71,-385,902,-518
507,70117,1379.48,339,-2006,1668
508,70118,1383.21,-417,878,-461
509,70119,1360.56,344,-1301,957
510,70122,1363.41,-373,741,-369
511,70123,1363.09,-714,240,474
512,70124,1383.06,-1223,748,475
513,70125,1382.36,-850,89,761
514,70126,1371.33,-5,567,-562
515,70129,1363.1,794,-237,-557
516,70130,1370.72,-557,1580,-1023
517,70131,1360.23,484,-944,460
518,70201,1382.9,-2459,2382,78
519,70202,1413.14,-4706,1191,3515
520,70205,1417.95,-1550,-1233,2783
521,70206,1428.58,-334,-789,1123
522,70207,1426.29,-4,-973,977
523,70208,1423.58,1059,1020,-2079
524,70209,1427.68,-857,1918,-1061
525,70212,1414.29,1523,-310,-1213
526,70213,1418.44,332,1530,-1862
527,70214,1436.1,-2110,2246,-136
528,70215,1443.63,-924,-1593,2517
529,70216,1448.81,-224,-1669,1893
530,70220,1452.96,43,-1494,1451
531,70221,1451.38,-128,-616,744
532,70222,1465.41,-2240,1961,278
533,70223,1469.88,-903,-3642,4545
534,70226,1470.03,130,-1789,1659
535,70227,1454.6,55,-311,255
536,70228,1417.34,4739,-1664,-3075
537,70302,1414.47,1987,-442,-1544
538,70305,1376.15,2093,694,-2787
539,70306,1402.93,863,1745,-2608
540,70307,1410.95,94,-712,618
541,70308,1423.89,-62,2824,-2763
542,70309,1423.58,367,-793,426
543,70312,1441.33,-788,108,680
544,70313,1436.05,523,-1090,567
545,70314,1407.37,1603,673,-2275
546,70315,1426.93,-268,1923,-1656
547,70316,1427.88,-193,538,-345
548,70319,1443.39,-731,2612,-1881
549,70320,1444.17,-397,258,139
550,70321,1442.85,-148,-223,371
551,70322,1448.53,-1530,852,677
552,70323,1447.38,-801,68,733
553,70326,1449.77,-983,598,385
554,70327,1453.23,-874,1253,-379
555,70328,1439.74,1669,-2201,532
556,70329,1450.95,142,482,-624
557,70330,1452.55,1078,-2017,939
558,70402,1459.53,601,451,-1052
559,70403,1463.75,1110,-1948,838
560,70404,1483.41,-2267,-1835,4101
561,70405,1482.04,-1050,-1352,2402
562,70406,1484.15,280,-2081,1801
563,70409,1501.06,584,-2259,1675
564,70410,1499.16,2284,-3599,1314
565,70411,1513.42,-1609,-435,2043
566,70412,1525.61,-1852,2800,-948
567,70413,1520.78,-1347,-2624,3971
568,70416,1532.04,-271,-504,775
569,70417,1528.66,-202,-2234,2436
570,70418,1534.58,-567,-367,934
571,70419,1513.66,2142,-2861,719
572,70420,1533.08,-237,-308,544
573,70423,1544.35,-212,-2841,3053
574,70424,1556.71,1005,-2519,1514
575,70425,1545.55,2153,-1545,-608
576,70426,1553.13,-869,1614,-745
577,70427,1542.52,342,-2143,1801
578,70430,1542.24,93,-658,565
579,70502,1553.3,235,-43,-193
580,70503,1559.86,1337,-665,-672
581,70504,1567.74,-340,971,-632
582,70507,1584.46,269,933,-1202
583,70508,1582.65,300,-1778,1479
584,70509,1593.42,1117,890,-2008
585,70510,1599.68,-546,-578,1124
586,70511,1603.56,2124,-2104,-20
587,70514,1605.77,1057,-1096,39
588,70515,1589.37,-942,732,210
589,70516,1600.6,633,121,-753
590,70517,1615.58,1071,-1951,880
591,70518,1612.25,229,-231,2
592,70521,1628.2,-1893,3826,-1932
593,70522,1642.88,512,-5171,4660
594,70523,1646.59,-484,-348,833
595,70525,1644.56,1270,66,-1336
596,70528,1657.91,1227,-1159,-68
597,70529,1661.8,461,-1715,1255
598,70530,1662.72,2109,-2428,320
599,70531,1700.91,-2369,2619,-250
600,70601,1716.24,-1270,1178,92
601,70604,1737.59,606,-2546,1941
602,70605,1742.19,432,13,-445
603,70607,1753.04,2229,1480,-3709
604,70608,1727.28,2116,2269,-4386
605,70611,1716.56,1697,-727,-970
606,70612,1729.88,-884,3903,-3020
607,70613,1721.99,920,2240,-3160
608,70614,1769.18,-4644,9256,-4612
609,70615,1772.26,1053,-1831,778
610,70618,1806.88,1284,2224,-3508
611,70619,1807.85,3956,-2097,-1859
612,70620,1783.79,1012,2178,-3189
613,70621,1794.24,-791,-206,997
614,70622,1770.98,1421,-255,-1167
615,70625,1757.73,-2155,4477,-2322
616,70626,1749.55,334,2892,-3227
617,70627,1733.1,918,739,-1657
618,70628,1751.75,69,787,-855
619,70629,1743.6,-2118,3202,-1083
620,70702,1771.35,-1315,2331,-1015
621,70703,1805.5,-2253,1578,676
622,70704,1838.41,-293,-227,520
623,70705,1847.79,-2280,550,1729
624,70706,1861.01,-11,284,-273
625,70709,1883.59,246,-1237,991
626,70710,1894.53,1144,-351,-793
627,70711,1889.96,1855,79,-1935
628,70712,1909.75,-41,-823,864
629,70713,1962.93,-4071,5025,-954
630,70716,1949.51,1124,5252,-6376
631,70718,1930.7,4396,1524,-5921
632,70719,1937.9,678,3818,-4496
633,70720,1983.54,-2139,2901,-762
634,70723,1993.05,1444,1299,-2743
635,70724,1992.26,74,510,-584
636,70725,2004.22,2983,3673,-6656
637,70726,1963.54,3989,1179,-5168
638,70727,1883.22,7138,1287,-8425
639,70730,1906.71,719,4950,-5669
640,70731,1933.27,1372,-40,-1332
641,70801,1856.45,5838,-646,-5192
642,70802,1853.07,1098,3560,-4658
643,70803,1876.8,-90,2557,-2467
644,70806,1855.05,3053,1898,-4951
645,70807,1859.82,1604,3089,-4693
646,70808,1903.41,-3422,7955,-4534
647,70809,1908.68,-357,-206,563
648,70810,1828.49,7412,-2155,-5257
649,70813,1849.26,-2357,7015,-4658
650,70814,1817.89,-350,2610,-2260
651,70816,1691.98,-6988,17315,-10327
652,70817,1638.07,4460,4256,-8716
653,70820,1731.27,5554,-1753,-3801
654,70821,1736.18,285,2768,-3053
655,70822,1759.5,613,4234,-4846
656,70823,1799.72,-3929,4971,-1042
657,70824,1791.33,1514,698,-2213
658,70827,1803.03,-114,-548,662
659,70828,1829.31,-1449,4612,-3163
660,70829,1826.19,1028,5939,-6968
661,70830,1841.7,168,3200,-3368
662,70831,1873.24,-4999,7236,-2237
663,70903,1881.81,1173,-596,-577
664,70904,1874.74,-1380,2012,-631
665,70905,1865.59,2369,-5174,2805
666,70906,1888.81,-1175,5160,-3985
667,70907,1884.9,-1108,-150,1258
668,70910,1835.87,1854,-168,-1686
669,70911,1847.36,771,1700,-2471
670,70912,1813.52,1843,-1864,21
671,70913,1848.02,-542,4417,-3875
672,70914,1870.02,-1647,4254,-2607
673,70917,1871.68,1574,-287,-1286
674,70918,1838.61,3068,-1722,-1346
675,70919,1902.65,-6979,10458,-3479
676,70920,1908.97,-3425,1619,1807
677,70921,1919.26,1785,225,-2010
678,70927,1945.28,-502,1440,-938
679,70928,1946.48,1037,-882,-155
680,71001,1962.67,-1324,2014,-691
681,71002,2014.09,-7062,1041,6020
682,71004,2003.6,2509,843,-3352
683,71005,1996.03,504,-1863,1359
684,71008,2012.82,-554,-1903,2457
685,71009,2014.13,1343,499,-1842
686,71010,2041.12,-2020,1814,207
687,71011,2058.85,1410,2275,-3685
688,71012,2026.44,4621,-3987,-633
689,71015,2035.39,845,1370,-2215
690,71016,2005.76,2962,1327,-4289
691,71017,1983.94,4553,-34,-4518
692,71018,2005.09,849,1658,-2507
693,71019,1970.1,3304,-1815,-1489
694,71022,1903.81,-1091,2471,-1379
695,71023,1947.98,3526,-227,-3299
696,71024,1933.36,-2263,258,2005
697,71025,1976.75,-1745,2115,-370
698,71026,2028.06,-3389,6171,-2782
699,71029,2062.92,448,-1398,951
700,71030,2052.37,735,-1755,1020
701,71031,2064.85,232,1756,-1988
702,71101,2063.14,-78,-463,540
703,71102,2019.34,4178,-2175,-2003
704,71105,2015.76,2769,-1340,-1429
705,71106,2054.24,-182,6044,-5862
706,71107,2043.19,-702,596,106
707,71108,1979.56,9527,-5751,-3776
708,71109,1990.47,1138,7360,-8498
709,71112,1923.42,2108,580,-2688
710,71113,1932.89,2334,6441,-8774
711,71114,1972.58,1218,5238,-6455
712,71115,1947.74,-919,5755,-4836
713,71116,1926.2,2695,2052,-4747
714,71119,1893.47,884,1352,-2236
715,71120,1872.24,3159,3943,-7102
716,71121,1806.99,3943,-3521,-423
717,71122,1799.02,-1307,6953,-5646
718,71123,1772.88,-3634,4419,-784
719,71126,1855.33,221,-925,704
720,71127,1859.79,-2577,5074,-2496
721,71128,1834.69,2471,-1660,-811
722,71129,1877.56,-6459,6848,-390
723,71130,1906.0,-4864,4457,407
724,71203,1902.43,1354,-1399,45
725,71204,1917.83,504,2169,-2673
726,71205,1938.2,-224,2288,-2064
727,71206,1953.17,-3146,2021,1126
728,71207,1934.32,-1725,-1229,2953
729,71210,1906.42,-688,953,-265
730,71211,1925.07,-22,1622,-1600
731,71212,1927.45,922,3179,-4101
732,71213,1915.9,5551,-5300,-251
733,71214,1895.05,3253,1506,-4759
734,71217,1839.82,1920,512,-2432
735,71218,1861.47,1105,5145,-6250
736,71220,1844.37,2168,-817,-1351
737,71221,1878.32,-2905,5882,-2976
738,71224,1919.47,-2067,2431,-364
